date of status	status	кол-во листов	#	ОФ	НФ	/	Место хранения		Код СС	Наименование документа	полнота	подлин.	способ воспроизв.	дата документа	примечания	дата сост. Архива	Автор: не Котс А.Ф.
1/19/2015	scanned		2596	12497		1060	1297	eh-1297	4.2.В	"Tierpark Berlin /Берлинский Зоопарк/, Prof. Dr. Heinrich Dathe - Direktor . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1959 августа 6	нем. яз.		
1/19/2015	scanned		2595	12497		1061	1297	eh-1297	4.2.В*	"Tierpark Berlin /Берлинский Зоопарк/, Prof. Dr. Heinrich Dathe - Direktor . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1959 июня 18	нем. яз.		
1/19/2015	scanned		2598	12497		1062	1297	eh-1297	4.2.В	"Tierpark Berlin /Берлинский Зоопарк/, Prof. Dr. Heinrich Dathe - Direktor . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1959 сентября 16	нем. яз.		
1/19/2015	scanned		2599	12497		1063	1297	eh-1297	4.2.В	"Tierpark Berlin /Берлинский Зоопарк/, Prof. Dr. Heinrich Dathe - Direktor . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1960 апреля 20	нем. яз.		
1/19/2015	scanned		2600	12497		1064	1297	eh-1297	4.2.В	"Котс А.Ф. Письмо в Tierpark Berlin /Берлинский Зоопарк/ ~ /Zoologischer Garten Berlin/, Prof. Dr. Dathe - Direktor ."	полная	копия	машинопись	б/г	нем. яз.		
1/19/2015	scanned		2597	12497		1065	1297	eh-1297	4.2.В	"Котс А.Ф. Письмо на имя Prof. Dr. Heinrich Dathe - Direktor , Tierpark Berlin /Берлинский Зоопарк/ ."	полная	копия	машинопись	1959 августа 22	нем. яз.		
1/19/2015	scanned		2602	12497		1066	1297	eh-1297	4.2.В	"Котс А.Ф. Письмо на имя Prof. Dr. Heinrich Dathe - Direktor , Tierpark Berlin /Берлинский Зоопарк/ ."	полная ?	копия	машинопись	б/г	нем. яз.		
1/19/2015	scanned		2601	12497		1067	1297	eh-1297	4.2.В	"Котс А.Ф. Письмо на имя Prof. Dr. Heinrich Dathe - Direktor , Tierpark Berlin /Берлинский Зоопарк/ ."	полная	копия	машинопись	б/г	нем. яз.		
12/14/2013	scanned		2659	12430		192	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная ?	оригинал	машинопись	1928 февраля 2	нем. яз.		
12/14/2013	scanned		2688	12430		202	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1930 мая 27; октября 10	нем. яз.		
12/14/2013	scanned		2668	12430		192	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	неполная	оригинал	машинопись	1928 июня 20	нем. яз.; нет последних листов		
12/14/2013	scanned		2612	12497		664	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1912 августа 17	нем. яз.; водяные знаки		
12/14/2013	scanned		2616	12497		665	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1912 октября 18	нем. яз.; водяные знаки		
12/14/2013	scanned		2613	12497		666	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1912 сентября 6	нем. яз.; водяные знаки; верхний левый край листа разорван		
12/14/2013	scanned		2630	12497		667	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1913 апреля 22	нем. яз.		
12/14/2013	scanned		2627	12497		668	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1913 марта 26	нем. яз.		
12/14/2013	scanned		2632	12497		669	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	неполная	оригинал	машинопись	1913 мая 24	нем. яз.; нет первого листа письма		
12/14/2013	scanned		2619	12497		670	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1913 января 18	нем. яз.; водяные знаки		
12/14/2013	scanned		2620	12497		671	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1913 января 29	нем. яз.; водяные знаки		
12/14/2013	scanned		2644	12497		672	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1914 марта 10	нем. яз.		
12/14/2013	scanned		2643	12497		673	1298	eh-1298	4.2.В	"Johannes Umlauff , Naturalienhandlung u. Lehrmittel (торговля предметами естественнонаучных коллекций и учебными пособиями), Hamburg, Германия . Письмо А.Ф.Котсу ."	полная	оригинал	машинопись	1914 марта 5	нем. яз.		
